severity,issue_type,model,family_name,detail,source_url
low,no_linked_assets,LSN6-00-150-1-X,LSN6 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lsn6-series.html
low,no_linked_assets,LSN6-00-225-1-X,LSN6 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lsn6-series.html
low,no_linked_assets,LSN6-00-300-1-X,LSN6 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lsn6-series.html
low,no_linked_assets,LSNY-00-075-1-X,LSNY Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lsny-series.html
low,no_linked_assets,LSNY-00-150-1-X,LSNY Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lsny-series.html
low,no_linked_assets,LSNY-00-225-1-X,LSNY Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lsny-series.html
low,no_linked_assets,LSNY-00-300-1-X,LSNY Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/lsny-series.html
low,no_linked_assets,LSW,UV ILLUMINATION - LSW,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/uv-illumination-lsw
low,no_linked_assets,LSW2,RGBW ILLUMINATION - LSW2,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-lsw2
low,no_linked_assets,LSWC,HALF CIRCLE ILLUMINATION - LSWC,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/half-circle-illumination-lswc
low,no_linked_assets,MD-IDQ3,RGBW ILLUMINATION - MD-IDQ3,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-md-idq3
low,no_linked_assets,MD-IDQ3-360-1-RGBW,RGBW Illumination - MD-IDQ3,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-md-idq3.html
low,no_linked_assets,MD-IDQ3-360-X-X,MD-IDQ3 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/md-idq-3-serie.html
low,no_linked_assets,MD-IDT3,RGBW ILLUMINATION - MD-IDT3,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-md-idt3
low,no_linked_assets,MD-IDT3-00-360-1-RGBW,RGBW Illumination - MD-IDT3,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-md-idt3.html
low,no_linked_assets,MD-IDT3-00-360-1-X,MD-IDT3 Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/md-idt-3-serie.html
low,no_linked_assets,MD-MLBQ,RGBW ILLUMINATION - MD-MLBQ,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-md-mlbq
low,no_linked_assets,MD-MLBQ-00-360-2-RGBW,RGBW Illumination - MD-MLBQ,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-md-mlbq.html
low,no_linked_assets,MD-MLBQ-00-360-2-X,MD-MLBQ Series,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/md-mlbq-serie.html
low,no_linked_assets,MLBQ,RGBW ILLUMINATION - MLBQ,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/rgbw-illumination-mlbq
low,no_linked_assets,PM2-025,MODULAR ILLUMINATION - PM2-025,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/modular-illumination-pm2-025
low,no_linked_assets,PM2-040,MODULAR ILLUMINATION - PM2-040,该产品/系列未关联 datasheet、drawing、catalogue 或其他资料链接。,https://www.tms-lite.com/modular-illumination-pm2-040
