brand,model,spec_group,spec_name,raw_value,normalized_value,unit,source_url
TMS LITE,HPD-00-070-1-RGBW,table_2,ØA (mm),75.4,75.4,mm,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-070-1-RGBW,table_2,ØB (mm),42,42,mm,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-070-1-RGBW,table_2,ØC (mm),51,51,mm,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-070-1-RGBW,table_3,Datasheet,3D View,3D View,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-070-1-RGBW,table_3,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-070-1-RGBW,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-070-1-RGBW,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_3,extra_4,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-070-1-RGBW,table_3,extra_4,RGBW,RGBW,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_7,Current,60mA,60mA,mA,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_7,Voltage (V) / Watt (W),24V / 1.44W,24V / 1.44W,V,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_7,Weight (g),380,380,g,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_9,D (mm),22,22,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_9,ØA (mm),74.5,74.5,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_9,ØB (mm),42,42,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW,table_9,ØC (mm),51,51,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-070-1-RGBW-24V-4CH,table_1,DATASHEET (ID),For further details please contact us,For further details please contact us,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-070-1-RGBW-24V-4CH,table_1,DXF (2D),2D View,2D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-070-1-RGBW-24V-4CH,table_1,PDF (2D),2D View,2D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-070-1-RGBW-24V-4CH,table_1,STEP (3D),3D View,3D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-070-1-X-24V,table_1,Current,240mA,240mA,mA,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-070-1-X-24V,table_1,UV,UV365,UV365,,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-070-1-X-24V,table_1,Voltage (V) /Watt (W),24V / 5.76W,24V / 5.76W,V,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-070-1-X-24V,table_1,Weight (g),130,130,g,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-070-1-X-24V,table_2,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-070-1-X-24V,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-070-1-X-24V,table_2,STEP (3D),DXF,DXF,,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-070-1-X-24V,table_2,UV,UV365,UV365,,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-070-1-X-24V,table_2,extra_5,UV365,UV365,,https://www.tms-lite.com/uv-illumination-hpd.html
TMS LITE,HPD-00-170-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_5,Current,750mA 750mA,750mA 750mA,mA,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_5,Voltage (V) / Watt (W),24V / 18.00W 24V / 18.00W,24V / 18.00W 24V / 18.00W,V,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_5,Weight (g),535,535,g,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_9,D (mm),29.6,29.6,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_9,ØA (mm),176.6,176.6,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_9,ØB (mm),111.0,111.0,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-170-1-X,table_9,ØC (mm),150,150,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_1,COLOUR,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_1,Current,480mA,480mA,mA,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_1,Voltage (V) / Watt (W),24V / 11.52W,24V / 11.52W,V,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_1,Weight (g),1180,1180,g,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_2,D (mm),38,38,mm,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_2,ØA (mm),245,245,mm,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_2,ØB (mm),158.5,158.5,mm,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_2,ØC (mm),200,200,mm,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_3,Datasheet,3D View,3D View,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_3,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_3,extra_4,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd.html
TMS LITE,HPD-00-240-1-RGBW,table_3,extra_4,RGBW,RGBW,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_7,Current,1180mA,1180mA,mA,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_7,Voltage (V) / Watt (W),24V / 11.52W,24V / 11.52W,V,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_7,Weight (g),1180,1180,g,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_9,D (mm),38,38,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_9,ØA (mm),245,245,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_9,ØB (mm),158.5,158.5,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-RGBW,table_9,ØC (mm),200,200,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-UV365,table_4,Datasheet,UV365,UV365,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-UV365,table_4,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-UV365,table_4,STEP (3D),3D View,3D View,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-UV365,table_8,COLOUR,UV365,UV365,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-UV365,table_8,Current,mA,mA,mA,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-UV365,table_8,Voltage (V) / Watt (W),24V / W,24V / W,V,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_5,Current,1050mA 1120mA,1050mA 1120mA,mA,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_5,Voltage (V) / Watt (W),24V / 25.20W 24V / 26.88W,24V / 25.20W 24V / 26.88W,V,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_5,Weight (g),1180,1180,g,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_9,D (mm),38.0,38.0,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_9,ØA (mm),245.0,245.0,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_9,ØB (mm),158.5,158.5,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X,table_9,ØC (mm),200,200,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-1-X-24V-4CH,table_1,DATASHEET (ID),Datasheet - Red,Datasheet - Red,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-240-1-X-24V-4CH,table_1,DXF (2D),2D View,2D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-240-1-X-24V-4CH,table_1,PDF (2D),2D View,2D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-240-1-X-24V-4CH,table_1,STEP (3D),3D View,3D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-240-1-X-24V-4CH,table_1,extra_5,For further details please contact us,For further details please contact us,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-240-1-X-24V-4CH,table_1,extra_6,For further details please contact us,For further details please contact us,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-240-1-X-24V-4CH,table_1,extra_7,Datasheet - White,Datasheet - White,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-00-240-3-RGB,table_1,Current,910mA 630mA 700mA,910mA 630mA 700mA,mA,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_1,Voltage (V) / Watt (W),24V / 21.84W 24V / 15.12W 24V / 16.80W,24V / 21.84W 24V / 15.12W 24V / 16.80W,V,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_1,Weight (g),1180,1180,g,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_2,D (mm),38.0,38.0,mm,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_2,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_2,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_2,extra_4,RGB,RGB,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_2,ØA (mm),245.0,245.0,mm,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_2,ØB (mm),158.5,158.5,mm,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_2,ØC (mm),200,200,mm,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_3,Datasheet,3D View,3D View,,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_3,extra_4,RGB,RGB,,https://www.tms-lite.com/rgb-illumination-hpd.html
TMS LITE,HPD-00-240-3-RGB,table_6,Current,910mA 630mA 700mA,910mA 630mA 700mA,mA,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_6,Voltage (V) / Watt (W),24V / 21.84W 24V / 15.12W 24V / 16.80W,24V / 21.84W 24V / 15.12W 24V / 16.80W,V,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_6,Weight (g),1180,1180,g,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_9,D (mm),38.0,38.0,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_9,ØA (mm),245.0,245.0,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_9,ØB (mm),158.5,158.5,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-00-240-3-RGB,table_9,ØC (mm),200,200,mm,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-4CH,table_1,DATASHEET (ID),3D View,3D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-4CH,table_1,DXF (2D),2D View,2D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-4CH,table_1,PDF (2D),HPD-00-170-1-X-24V-4CH,HPD-00-170-1-X-24V-4CH,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-4CH,table_1,STEP (3D),2D View,2D View,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-4CH,table_1,extra_5,Datasheet - Red,Datasheet - Red,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-4CH,table_1,extra_6,For further details please contact us,For further details please contact us,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-4CH,table_1,extra_7,For further details please contact us,For further details please contact us,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-4CH,table_1,extra_8,Datasheet - White,Datasheet - White,,https://www.tms-lite.com/4-section-led-illumination-series-1091998366.html
TMS LITE,HPD-75-170-1-IR850,table_4,Datasheet,IR850,IR850,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-IR850,table_4,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-IR850,table_4,STEP (3D),3D View,3D View,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-IR850,table_8,COLOUR,IR850,IR850,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-IR850,table_8,Current,mA,mA,mA,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-IR850,table_8,Voltage (V) / Watt (W),24V / W,24V / W,V,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-UV365,table_4,Datasheet,UV365,UV365,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-UV365,table_4,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-UV365,table_4,STEP (3D),3D View,3D View,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-UV365,table_8,COLOUR,UV365,UV365,,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-UV365,table_8,Current,mA,mA,mA,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD-75-170-1-UV365,table_8,Voltage (V) / Watt (W),24V / W,24V / W,V,https://www.tms-lite.com/hpd-serie.html
TMS LITE,HPD2,page,Product Page Title,RGBW ILLUMINATION - HPD2,RGBW ILLUMINATION - HPD2,,https://www.tms-lite.com/rgbw-illumination-hpd2
TMS LITE,HPD2-00-050-1-RGBW,table_1,Current,60mA,60mA,mA,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_1,RGBW,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_1,Voltage (V)/Watt (W),24V / 1.44W,24V / 1.44W,V,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_1,Weight (g),100,100,g,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,E (mm),35,35,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,extra_4,RGBW,RGBW,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,ØA (mm),56,56,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,ØB (mm),15.5,15.5,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,ØC (mm),25,25,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_2,ØD (mm),35,35,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_3,Current,60mA,60mA,mA,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_3,Voltage (V) / Watt (W),24V / 1.44W,24V / 1.44W,V,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_3,Weight (g),100,100,g,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_3,extra_4,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-050-1-RGBW,table_4,E (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_4,ØA (mm),56,56,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_4,ØB (mm),15.5,15.5,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_4,ØC (mm),25,25,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-RGBW,table_4,ØD (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_3,Current,120mA 120mA,120mA 120mA,mA,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_3,Voltage (V) / Watt (W),24V / 2.88W 24V / 2.88W,24V / 2.88W 24V / 2.88W,V,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_3,Weight (g),100,100,g,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_4,E (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_4,ØA (mm),56,56,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_4,ØB (mm),15.5,15.5,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_4,ØC (mm),25,25,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-050-1-X,table_4,ØD (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_1,Current,90mA,90mA,mA,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_1,RGBW,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_1,Voltage (V)/Watt (W),24V / 2.16W,24V / 2.16W,V,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_1,Weight (g),155,155,g,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,E (mm),35,35,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,extra_4,RGBW,RGBW,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,ØA (mm),81,81,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,ØB (mm),34.2,34.2,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,ØC (mm),54,54,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_2,ØD (mm),56,56,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_3,Current,90mA,90mA,mA,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_3,Voltage (V) / Watt (W),24V / 2.16W,24V / 2.16W,V,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_3,Weight (g),155,155,g,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_3,extra_4,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-080-1-RGBW,table_4,E (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_4,ØA (mm),81,81,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_4,ØB (mm),34.2,34.2,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_4,ØC (mm),54,54,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-RGBW,table_4,ØD (mm),56,56,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/hpd2-serie.html
