brand,model,spec_group,spec_name,raw_value,normalized_value,unit,source_url
TMS LITE,HPD2-00-080-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_3,Current,180mA 180mA,180mA 180mA,mA,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_3,Voltage (V) / Watt (W),24V / 4.32W 24V / 4.32W,24V / 4.32W 24V / 4.32W,V,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_3,Weight (g),155,155,g,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_4,E (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_4,ØA (mm),81,81,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_4,ØB (mm),34.2,34.2,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_4,ØC (mm),54,54,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-080-1-X,table_4,ØD (mm),56,56,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_1,Current,120mA,120mA,mA,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_1,RGBW,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_1,Voltage (V)/Watt (W),24V / 2.88W,24V / 2.88W,V,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_1,Weight (g),210,210,g,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,E (mm),35,35,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,extra_4,RGBW,RGBW,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,ØA (mm),105.2,105.2,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,ØB (mm),57,57,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,ØC (mm),80,80,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_2,ØD (mm),95,95,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_3,Current,120mA,120mA,mA,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_3,Voltage (V) / Watt (W),24V / 2.88W,24V / 2.88W,V,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_3,Weight (g),210,210,g,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_3,extra_4,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-100-1-RGBW,table_4,E (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_4,ØA (mm),105.2,105.2,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_4,ØB (mm),57,57,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_4,ØC (mm),80,80,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-RGBW,table_4,ØD (mm),95,95,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_3,Current,270mA 270mA,270mA 270mA,mA,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_3,Voltage (V) / Watt (W),24V / 6.48W 24V / 6.48W,24V / 6.48W 24V / 6.48W,V,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_3,Weight (g),210,210,g,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_4,E (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_4,ØA (mm),105.2,105.2,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_4,ØB (mm),57,57,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_4,ØC (mm),80,80,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-100-1-X,table_4,ØD (mm),95,95,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_1,Current,180mA,180mA,mA,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_1,RGBW,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_1,Voltage (V)/Watt (W),24V / 4.32W,24V / 4.32W,V,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_1,Weight (g),275,275,g,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,E (mm),35,35,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,extra_4,RGBW,RGBW,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,ØA (mm),131.5,131.5,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,ØB (mm),84,84,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,ØC (mm),106,106,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_2,ØD (mm),95,95,mm,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_3,Current,180mA,180mA,mA,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_3,Voltage (V) / Watt (W),24V / 4.32W,24V / 4.32W,V,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_3,Weight (g),275,275,g,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_3,extra_4,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-hpd2.html
TMS LITE,HPD2-00-130-1-RGBW,table_4,E (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_4,ØA (mm),131.5,131.5,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_4,ØB (mm),84,84,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_4,ØC (mm),106,106,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-RGBW,table_4,ØD (mm),95,95,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_1,extra_7,White,White,,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_3,Current,360mA 360mA,360mA 360mA,mA,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_3,Voltage (V) / Watt (W),24V / 8.64W 24V / 8.64W,24V / 8.64W 24V / 8.64W,V,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_3,Weight (g),275,275,g,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_4,E (mm),35,35,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_4,ØA (mm),131.5,131.5,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_4,ØB (mm),84,84,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_4,ØC (mm),106,106,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPD2-00-130-1-X,table_4,ØD (mm),95,95,mm,https://www.tms-lite.com/hpd2-serie.html
TMS LITE,HPDP-00-070-1-X,table_1,Current,75mA 90mA,75mA 90mA,mA,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-070-1-X,table_1,Voltage (V) / Watt (W),24V / 1.80W 24V / 2.16W,24V / 1.80W 24V / 2.16W,V,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-070-1-X,table_1,Weight (g),130,130,g,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-070-1-X,table_2,ØA (mm),78.0,78.0,mm,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-070-1-X,table_2,ØB (mm),42,42,mm,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-070-1-X,table_2,ØC (mm),60.0,60.0,mm,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-110-2-X,table_1,Current,165mA 182mA,165mA 182mA,mA,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-110-2-X,table_1,Voltage (V) / Watt (W),24V / 3.96W 24V / 4.37W,24V / 3.96W 24V / 4.37W,V,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-110-2-X,table_1,Weight (g),200,200,g,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-110-2-X,table_2,ØA (mm),116.4,116.4,mm,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-110-2-X,table_2,ØB (mm),68,68,mm,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPDP-00-110-2-X,table_2,ØC (mm),90.0,90.0,mm,https://www.tms-lite.com/hpdp-serie.html
TMS LITE,HPF-00-190-1-IR850,table_1,Colour,IR850,IR850,,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-IR850,table_1,Current,600mA,600mA,mA,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-IR850,table_1,Voltage (V) / Watt (W),24V / 14.4W,24V / 14.4W,V,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-IR850,table_1,Weight (g),TBA,TBA,g,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-IR850,table_2,Datasheet,IR850,IR850,,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-IR850,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-IR850,table_2,STEP (3D),3D View,3D View,,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-UV365,table_1,Colour,UV365,UV365,,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-UV365,table_1,Current,480mA,480mA,mA,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-UV365,table_1,Voltage (V) / Watt (W),24V / 11.52W,24V / 11.52W,V,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-UV365,table_1,Weight (g),TBA,TBA,g,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-UV365,table_2,Datasheet,UV365,UV365,,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-UV365,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/hpf-series.html
TMS LITE,HPF-00-190-1-UV365,table_2,STEP (3D),3D View,3D View,,https://www.tms-lite.com/hpf-series.html
TMS LITE,IDD-00-045-4-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_1,extra_7,White,White,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_2,Current,120mA 150mA,120mA 150mA,mA,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_2,Voltage (V) / Watt (W),24V / 2.88W 24V / 3.60W,24V / 2.88W 24V / 3.60W,V,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_2,Weight (g),80,80,g,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_3,D (mm),23.5,23.5,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_3,E (mm),40.0,40.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_3,ØA (mm),55.0,55.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_3,ØB (mm),12.0,12.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_3,ØC (mm),40.0,40.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-045-4-X,table_3,ØF (mm),40.0,40.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_1,extra_7,White,White,,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_2,Current,330mA 420mA,330mA 420mA,mA,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_2,Voltage (V) / Watt (W),24V / 7.92W 24V / 10.08W,24V / 7.92W 24V / 10.08W,V,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_2,Weight (g),195,195,g,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_3,D (mm),42.5,42.5,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_3,E (mm),60.0,60.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_3,ØA (mm),80.0,80.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_3,ØB (mm),11.0,11.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_3,ØC (mm),50.0,50.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDD-00-075-7-X,table_3,ØF (mm),60.0,60.0,mm,https://www.tms-lite.com/idd-series.html
TMS LITE,IDDC,page,Product Page Title,HALF CIRCLE ILLUMINATION - IDDC,HALF CIRCLE ILLUMINATION - IDDC,,https://www.tms-lite.com/half-circle-illumination-iddc
TMS LITE,IDDC-00-080-9-RGB,table_1,Current,60mA 140mA 160mA,60mA 140mA 160mA,mA,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_1,Voltage (V) / Watt (W),24V / 1.44W 24V / 3.36W 24V / 3.86W,24V / 1.44W 24V / 3.36W 24V / 3.86W,V,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_1,Weight (g),150,150,g,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_2,A (mm),81,81,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_2,B (mm),10.8,10.8,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_2,C (mm),54,54,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_2,D (mm),54,54,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_2,E (mm),41.5,41.5,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_3,Datasheet,3D View,3D View,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDDC-00-080-9-RGB,table_3,extra_4,RGB,RGB,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,A (mm),210.0,210.0,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,B (mm),169.6,169.6,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,C (mm),110.9,110.9,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,D (mm),126.2,126.2,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,E (mm),240,240,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,F (mm),218.0,218.0,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,G (mm),226.0,226.0,g,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,H (mm),74.0,74.0,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,I (mm),138.2,138.2,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_2,ØJ (mm),35.0,35.0,mm,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,A (mm),210.0,210.0,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,B (mm),169.6,169.6,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,C (mm),110.9,110.9,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,D (mm),126.2,126.2,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,E (mm),240,240,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,F (mm),218.0,218.0,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,G (mm),226.0,226.0,g,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,H (mm),74.0,74.0,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,I (mm),138.2,138.2,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-RGB,table_4,ØJ (mm),35.0,35.0,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,A (mm),210.0,210.0,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,B (mm),169.6,169.6,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,C (mm),110.9,110.9,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,D (mm),126.2,126.2,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,E (mm),240,240,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,F (mm),218.0,218.0,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,G (mm),226.0,226.0,g,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,H (mm),74.0,74.0,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,I (mm),138.2,138.2,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-1-X,table_4,ØJ (mm),35.0,35.0,mm,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-RGB,table_1,Current,400mA 320mA 320mA,400mA 320mA 320mA,mA,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-X-RGB,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-RGB,table_1,Drawing (2D),RGB: PDF,RGB: PDF,,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-RGB,table_1,STEP (3D),RGB: DXF,RGB: DXF,,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-RGB,table_1,Voltage (V) / Watt (W),24V / 9.60W 24V / 7.68W 24V / 7.68W,24V / 9.60W 24V / 7.68W 24V / 7.68W,V,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-X-RGB,table_1,Weight (g),1420,1420,g,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-X-RGB,table_1,extra_4,RGB,RGB,,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-RGB,table_3,Current,400mA 320mA 320mA,400mA 320mA 320mA,mA,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-RGB,table_3,Datasheet,3D View,3D View,,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-X-RGB,table_3,Drawing (2D),RGB: PDF,RGB: PDF,,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-X-RGB,table_3,STEP (3D),RGB: DXF,RGB: DXF,,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-X-RGB,table_3,Voltage (V) / Watt (W),24V / 9.60W 24V / 7.68W 24V / 7.68W,24V / 9.60W 24V / 7.68W 24V / 7.68W,V,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-RGB,table_3,Weight (g),1420,1420,g,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-RGB,table_3,extra_4,RGB,RGB,,https://www.tms-lite.com/rgb-illumination-idq3.html
TMS LITE,IDQ3-00-120-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/idq-serie.html
TMS LITE,IDQ3-00-120-X-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/idq-serie.html
